KepID,DispositionScore,NotTransit-LikeFalsePositiveFlag,koi_fpflag_ss,CentroidOffsetFalsePositiveFlag,EphemerisMatchIndicatesContaminationFalsePositiveFlag,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,TCEDeliver,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
7771181,0.944,0,0,0,0,9.97202023,8.65e-05,-8.65e-05,137.71181,0.0077,-0.0077,0.401,0.068,-0.401,1.425,0.328,-0.328,330.0,63.1,-63.1,1.26,0.11,-0.12,627.0,36.53,13.12,-10.68,8.6,1.0,1,4810.0,173.0,-173.0,4.584,0.06,-0.035,0.696,0.06,-0.066,297.34842,43.421219,15.693,1,1
3440118,1.0,0,0,0,0,19.57783279,3.7e-05,-3.7e-05,131.71421,0.00153,-0.00153,0.694,0.007,-0.509,1.9857,0.048,-0.048,433.0,13.5,-13.5,1.96,0.27,-0.09,621.0,35.14,13.8,-5.49,37.2,1.0,1,5620.0,100.0,-111.0,4.533,0.023,-0.113,0.884,0.123,-0.039,290.44067,38.52356,12.624,1,1
9015738,0.999,0,0,0,0,13.93291548,4.46e-05,-4.46e-05,139.41058,0.00258,-0.00258,0.908,0.031,-0.618,2.6239,0.0714,-0.0714,132.0,5.1,-5.1,1.66,0.29,-0.19,852.0,124.53,61.3,-35.53,28.9,1.0,1,6026.0,121.0,-133.0,4.321,0.088,-0.121,1.207,0.21,-0.14,289.50635,45.370998,11.538,1,2
4752451,0.0,0,1,1,0,6.41496453,1.25e-05,-1.25e-05,132.86482,0.00157,-0.00157,1.187,6.629,-0.013,3.9015,0.0902,-0.0902,201.0,4.4,-4.4,25.79,5.27,-5.28,1153.0,417.97,257.72,-184.3,53.1,1.0,1,6170.0,169.0,-188.0,4.259,0.186,-0.124,1.183,0.242,-0.242,293.45428,39.803928,12.385,0,0
6525106,0.0,0,0,1,1,1.71028117,1.2e-05,-1.2e-05,131.62619,0.00624,-0.00624,0.372,0.081,-0.372,2.61,0.205,-0.205,112.0,9.7,-9.7,0.91,0.29,-0.07,1454.0,1055.42,953.6,-268.43,13.8,1.0,1,5910.0,158.0,-193.0,4.55,0.037,-0.2,0.855,0.264,-0.066,292.68515,41.905918,15.422,0,0
5709889,1.0,0,0,1,0,0.526887517,1.15e-06,-1.15e-06,131.86561,0.00183,-0.00183,0.292,0.154,-0.292,0.8971,0.0748,-0.0748,120.0,8.4,-8.4,0.58,0.03,-0.05,1238.0,550.37,105.55,-121.16,20.6,1.0,1,3945.0,70.0,-78.0,4.721,0.045,-0.021,0.519,0.028,-0.042,293.17096,40.99559,14.694,0,0
10418797,0.0,0,1,0,0,23.35534139,2.82e-06,-2.82e-06,169.8339432,9.05e-05,-9.05e-05,0.842,0.009,-0.001,4.60672,0.0069,-0.0069,38500.0,52.6,-52.6,21.55,5.8,-1.93,601.0,30.96,24.58,-8.24,1144.3,1.0,1,5754.0,156.0,-173.0,4.534,0.035,-0.196,0.905,0.244,-0.081,296.95724,47.55381,15.278,0,0
2305866,0.441,0,0,0,0,115.230655,0.0021,-0.0021,176.644,0.0134,-0.0134,0.95,0.002,-0.659,17.735,0.373,-0.373,164.0,8.0,-8.0,4.02,0.96,-1.92,632.0,37.8,26.92,-28.99,21.3,2.0,1,6585.0,182.0,-250.0,3.813,0.448,-0.112,2.517,0.602,-1.204,292.09332,37.61348,12.605,1,1
4074294,0.0,1,0,1,0,0.892988877,2.02e-06,-2.02e-06,131.56303,0.00178,-0.00178,0.71,0.225,-0.432,2.4428,0.0738,-0.0738,85.0,2.4,-2.4,2.94,0.39,-1.17,3285.0,27545.43,11821.51,-18481.58,43.8,1.0,1,6228.0,171.0,-152.0,3.668,0.32,-0.08,2.975,0.394,-1.182,295.72275,39.183449,13.013,0,0
7050060,0.0,0,0,1,0,22.0425953,0.00035,-0.00035,134.1281,0.0104,-0.0104,1.191,0.428,-0.528,61.2018,0.0,0.0,348.0,6.5,-6.5,28.78,7.83,-7.83,760.0,78.85,65.7,-42.66,90.4,1.0,1,5974.0,189.0,-210.0,4.216,0.258,-0.172,1.26,0.343,-0.343,296.25507,42.53022,12.999,0,0
9824805,1.0,0,0,0,0,4.4444826,2.43e-05,-2.43e-05,133.46308,0.0049,-0.0049,0.941,0.005,-0.715,3.686,0.131,-0.131,163.0,10.7,-10.7,1.71,0.5,-0.2,1217.0,518.45,451.7,-168.14,18.0,1.0,1,6240.0,174.0,-217.0,4.426,0.062,-0.188,1.079,0.318,-0.127,288.99258,46.67075,15.216,1,2
11401822,0.0,0,1,0,1,1.08070294,1.08e-05,-1.08e-05,131.86686,0.00654,-0.00654,0.688,0.259,-0.474,3.363,0.25,-0.25,146.0,10.1,-10.1,1.04,0.23,-0.11,1565.0,1419.52,1003.16,-445.87,17.6,1.0,1,5482.0,199.0,-199.0,4.539,0.057,-0.133,0.813,0.176,-0.088,291.28632,49.24308,15.986,0,0
6949061,0.992,0,0,0,0,23.2218115,0.000107,-0.000107,151.06904,0.00396,-0.00396,0.913,0.015,-0.628,2.744,0.127,-0.127,210.0,13.7,-13.7,2.42,0.39,-0.44,746.0,73.08,32.71,-27.68,16.9,2.0,1,5808.0,105.0,-117.0,4.185,0.176,-0.108,1.374,0.221,-0.246,291.96069,42.43301,14.128,1,2
6066403,0.0,0,0,1,1,1.303861044,1.19e-06,-1.19e-06,134.212059,0.000781,-0.000781,1.258,0.334,-0.178,4.0541,0.0379,-0.0379,598.0,5.1,-5.1,27.85,7.53,-3.25,1610.0,1595.19,1268.41,-478.56,140.6,1.0,1,5758.0,155.0,-155.0,4.475,0.078,-0.182,0.902,0.244,-0.105,298.13589,41.332062,13.555,0,0
8043968,0.0,0,1,0,1,0.779615874,6.99e-06,-6.99e-06,131.68006,0.00869,-0.00869,0.699,0.012,-0.53,3.932,0.277,-0.277,81.5,4.7,-4.7,0.83,0.25,-0.07,1847.0,2735.51,2400.41,-685.67,22.0,1.0,1,5764.0,156.0,-173.0,4.548,0.037,-0.2,0.863,0.258,-0.069,296.73291,43.864319,15.292,0,0
12300524,0.832,0,0,0,0,32.033211,0.000519,-0.000519,146.8143,0.0135,-0.0135,0.007,0.438,-0.007,5.289,0.343,-0.343,71.3,9.0,-9.0,0.85,0.28,-0.08,591.0,28.78,28.04,-7.87,9.2,1.0,1,6039.0,163.0,-199.0,4.478,0.052,-0.221,1.005,0.334,-0.089,287.09006,51.01606,13.186,1,1
12407623,0.0,0,0,1,0,1.181165291,3.89e-06,-3.89e-06,132.42522,0.00276,-0.00276,0.632,0.045,-0.474,1.013,0.113,-0.113,370.0,35.5,-35.5,1.52,0.2,-0.14,1398.0,905.88,411.38,-238.26,14.1,1.0,1,5203.0,169.0,-154.0,4.582,0.048,-0.078,0.747,0.098,-0.066,291.34879,51.256119,15.971,0,0
8556077,0.0,0,0,1,0,3.635723653,6.98e-06,-6.98e-06,134.6084,0.00161,-0.00161,0.677,0.229,-0.447,2.1862,0.0505,-0.0505,80.0,2.2,-2.2,1.23,0.21,-0.17,1478.0,1126.72,482.11,-326.51,43.1,1.0,1,6422.0,77.0,-77.0,4.249,0.126,-0.115,1.295,0.216,-0.177,290.33813,44.60387,11.826,0,0
8881169,0.981,0,0,0,0,5.01880305,3.88e-05,-3.88e-05,132.25191,0.00634,-0.00634,0.172,0.288,-0.172,1.823,0.187,-0.187,98.7,11.5,-11.5,1.08,0.37,-0.14,1178.0,455.98,450.97,-161.46,10.3,1.0,1,6220.0,166.0,-222.0,4.398,0.072,-0.217,1.083,0.366,-0.147,290.21255,45.134991,14.541,1,1
5097856,0.23,0,0,0,0,483.36405,0.0498,-0.0498,483.0784,0.0593,-0.0593,0.614,0.049,-0.468,15.61,2.0,-2.0,285.0,40.9,-40.9,1.27,0.25,-0.1,202.0,0.39,0.24,-0.09,8.3,1.0,1,5700.0,171.0,-153.0,4.626,0.032,-0.128,0.718,0.143,-0.054,291.37067,40.216061,14.861,1,1
11122894,0.999,0,0,0,0,150.0189511,0.000174,-0.000174,224.685714,0.000916,-0.000916,1.252,67.03,-0.169,4.3823,0.0486,-0.0486,4320.0,46.8,-46.8,32.6,3.6,-2.94,325.0,2.62,0.88,-0.62,106.2,2.0,1,5618.0,112.0,-112.0,4.46,0.081,-0.09,0.897,0.099,-0.081,283.20917,48.777641,14.232,1,1
9823457,1.0,0,0,0,0,8.11528727,1.34e-05,-1.34e-05,174.52257,0.00142,-0.00142,0.916,0.005,-0.631,3.211,0.1,-0.1,835.0,15.3,-15.3,3.1,0.9,-0.3,879.0,140.92,120.76,-39.2,59.1,1.0,1,5926.0,160.0,-178.0,4.532,0.036,-0.204,0.887,0.259,-0.086,288.21194,46.615002,15.219,1,2
8543279,0.0,0,1,1,1,7.549303633,3.54e-06,-3.54e-06,135.010802,0.000425,-0.000425,1.253,30.46,-0.083,2.3665,0.0191,-0.0191,10200.0,70.2,-70.2,34.45,6.68,-2.87,794.0,93.96,58.4,-25.71,177.0,1.0,1,5402.0,177.0,-193.0,4.581,0.032,-0.128,0.815,0.158,-0.068,283.95078,44.669022,15.992,0,0
11967872,0.252,1,0,0,0,134.370692,0.00866,-0.00866,249.3136,0.0467,-0.0467,0.174,0.28,-0.174,8.73,1.2,-1.2,433.0,63.2,-63.2,1.95,0.62,-0.2,351.0,3.58,3.43,-1.09,8.1,1.0,1,5910.0,184.0,-205.0,4.505,0.039,-0.221,0.94,0.297,-0.099,294.07483,50.39724,15.541,0,0
8456679,1.0,0,0,0,0,1.73513619,2.82e-07,-2.82e-07,135.060047,0.000136,-0.000136,0.045,0.192,-0.045,2.2741,0.00554,-0.00554,953.0,2.3,-2.3,3.27,0.54,-0.33,1554.0,1372.87,628.45,-350.48,473.2,1.0,1,5751.0,103.0,-114.0,4.391,0.08,-0.12,1.071,0.177,-0.109,299.70474,44.435749,12.566,1,1
12316431,0.0,0,1,1,1,17.90766147,3.76e-05,-3.76e-05,175.55977,0.00176,-0.00176,0.978,0.081,-0.02,5.396,0.111,-0.111,1090.0,18.7,-18.7,4.89,1.59,-0.53,731.0,67.59,64.58,-20.61,78.4,1.0,1,6153.0,165.0,-202.0,4.471,0.054,-0.216,0.993,0.324,-0.108,296.10959,51.005501,14.162,0,0
4914399,0.0,0,0,0,1,1.23708565,4.69e-05,-4.69e-05,132.7235,0.0489,-0.0489,1.222,0.54,-0.173,5.743,0.155,-0.155,804.0,17.8,-17.8,36.31,10.0,-7.33,2174.0,5293.07,4346.26,-2412.76,55.3,1.0,1,6556.0,185.0,-254.0,4.243,0.17,-0.187,1.324,0.366,-0.267,288.97766,40.010529,14.462,0,0
5771719,0.0,0,1,0,0,12.26486736,3e-06,-3e-06,139.304999,0.000198,-0.000198,0.818,0.003,-0.003,4.7366,0.0149,-0.0149,11300.0,25.6,-25.6,28.29,4.52,-9.04,1077.0,317.89,137.57,-178.64,560.2,1.0,1,5372.0,85.0,-74.0,3.81,0.232,-0.077,2.344,0.375,-0.749,284.64886,41.015018,14.137,0,0
11615258,0.0,0,0,0,0,367.07446,0.0195,-0.0195,182.838,0.0414,-0.0414,0.093,0.371,-0.093,5.887,0.989,-0.989,368.0,70.9,-70.9,2.15,0.71,-0.24,287.0,1.59,1.55,-0.48,6.6,1.0,1,6315.0,168.0,-205.0,4.407,0.067,-0.216,1.116,0.37,-0.123,294.15775,49.614971,14.666,1,1
5598645,0.0,0,0,1,1,0.648772102,4.23e-06,-4.23e-06,131.74503,0.00511,-0.00511,0.368,0.116,-0.368,2.614,0.168,-0.168,31.1,2.5,-2.5,2.6,0.48,-0.64,3758.0,47393.05,22372.84,-21954.52,15.0,1.0,1,4973.0,59.0,-69.0,3.208,0.174,-0.116,4.708,0.871,-1.161,283.78003,40.818779,11.693,0,0
9411166,1.0,0,0,0,0,105.6552651,0.000625,-0.000625,230.09865,0.00489,-0.00489,0.371,0.059,-0.371,9.39,0.137,-0.137,1370.0,33.5,-33.5,4.22,0.66,-0.55,407.0,6.51,2.71,-1.83,42.3,2.0,1,5741.0,77.0,-77.0,4.331,0.115,-0.115,1.136,0.18,-0.147,294.61365,45.984619,15.356,1,2
10489539,0.0,1,0,1,0,19.7639874,0.000596,-0.000596,134.17,0.0207,-0.0207,0.489,0.469,-0.281,12.319,0.715,-0.715,51.3,4.5,-4.5,1.19,0.32,-0.4,900.0,155.45,130.03,-96.47,13.5,1.0,1,6195.0,199.0,-243.0,4.072,0.293,-0.158,1.617,0.44,-0.538,298.35858,47.638592,12.25,0,0
9366989,0.0,0,1,1,1,1.219034472,7.77e-07,-7.77e-07,132.100235,0.000557,-0.000557,0.075,0.371,-0.075,2.151,0.0445,-0.0445,6920.0,75.8,-75.8,9.82,2.87,-1.55,1845.0,2734.97,2358.69,-1051.01,99.2,1.0,1,5833.0,162.0,-203.0,4.333,0.124,-0.201,1.192,0.348,-0.188,299.97183,45.809738,14.914,0,0
3248501,1.0,0,0,0,0,4.22464216,3.15e-05,-3.15e-05,133.09108,0.00606,-0.00606,0.913,0.057,-0.683,1.403,0.259,-0.259,987.0,195.0,-195.0,4.31,1.43,-0.47,1279.0,631.55,615.29,-203.32,7.7,1.0,1,6343.0,177.0,-243.0,4.408,0.054,-0.216,1.14,0.376,-0.125,294.69772,38.364159,15.341,1,1
5125347,0.984,0,0,0,0,7.16520428,2.67e-05,-2.67e-05,132.96921,0.00302,-0.00302,0.142,0.315,-0.142,1.705,0.108,-0.108,434.0,29.0,-29.0,2.31,0.74,-0.27,1034.0,270.34,259.4,-92.5,17.6,1.0,1,6174.0,173.0,-260.0,4.417,0.054,-0.216,1.103,0.358,-0.128,298.08453,40.283249,15.302,1,1
5790807,0.354,0,1,0,0,79.99623328,1.99e-05,-1.99e-05,207.126264,0.000185,-0.000185,0.594,0.005,-0.009,6.3339,0.0154,-0.0154,24400.0,40.0,-40.0,40.73,6.4,-11.9,717.0,62.49,24.52,-32.75,721.9,1.0,1,6796.0,67.0,-88.0,3.88,0.224,-0.096,2.49,0.391,-0.727,291.77182,41.098068,9.954,0,0
4270565,0.003,0,0,1,0,18.0116764,0.000119,-0.000119,139.19459,0.00542,-0.00542,0.683,0.27,-0.451,6.006,0.181,-0.181,417.0,20.4,-20.4,2.02,0.61,-0.2,695.0,55.07,49.49,-16.02,23.3,1.0,1,6003.0,179.0,-197.0,4.507,0.05,-0.2,0.932,0.279,-0.093,293.60394,39.388599,15.154,0,0
7259298,1.0,0,0,0,0,3.23941775,1.6e-05,-1.6e-05,133.98383,0.00367,-0.00367,0.386,0.072,-0.386,2.569,0.12,-0.12,77.4,5.2,-5.2,0.77,0.21,-0.07,1213.0,511.14,416.08,-137.81,17.2,1.0,1,6075.0,163.0,-181.0,4.541,0.036,-0.204,0.858,0.238,-0.079,282.95694,42.825619,13.658,1,2
11338056,0.973,0,0,0,0,2.87998334,2.43e-05,-2.43e-05,131.48485,0.00568,-0.00568,0.22,0.243,-0.22,1.658,0.243,-0.243,117.0,14.6,-14.6,0.85,0.03,-0.05,1024.0,260.79,40.02,-46.57,9.9,1.0,1,4951.0,81.0,-81.0,4.523,0.063,-0.027,0.806,0.032,-0.051,284.76093,49.141979,14.712,1,1
10989032,0.0,1,0,0,0,2.305097141,1.07e-06,-1.07e-06,133.705069,0.000369,-0.000369,1.286,6.59,-0.14,1.9378,0.0209,-0.0209,5880.0,50.3,-50.3,89.22,25.1,-22.6,2753.0,13581.41,11287.73,-7347.81,133.4,1.0,1,8851.0,246.0,-422.0,4.085,0.155,-0.155,2.178,0.612,-0.551,297.39349,48.410751,13.866,0,0
5471770,0.0,1,0,1,1,12.426173,0.000348,-0.000348,141.5013,0.0268,-0.0268,0.997,0.109,-0.013,30.64,1.2,-1.2,115.0,3.9,-3.9,2.67,0.72,-0.72,1006.0,242.41,193.71,-130.24,36.9,1.0,1,6367.0,177.0,-222.0,4.181,0.246,-0.164,1.357,0.366,-0.366,297.74567,40.652519,13.605,0,0
9842906,0.0,0,0,1,1,4.9883873,3.04e-05,-3.04e-05,358.23526,0.00444,-0.00444,0.944,0.018,-0.627,9.059,0.49,-0.49,508.0,13.7,-13.7,3.28,1.05,-0.42,1236.0,550.52,520.66,-192.58,42.4,1.0,1,6418.0,179.0,-246.0,4.395,0.054,-0.216,1.171,0.375,-0.15,296.4418,46.616711,15.447,0,0
8247638,1.0,0,0,0,0,99.6415962,0.000664,-0.000664,198.68664,0.00508,-0.00508,0.028,0.418,-0.028,4.448,0.14,-0.14,953.0,44.1,-44.1,2.64,0.27,-0.23,360.0,3.97,1.25,-0.91,22.7,3.0,1,5527.0,111.0,-111.0,4.488,0.075,-0.075,0.866,0.089,-0.074,296.56622,44.105862,15.223,1,2
9415108,0.0,0,0,0,0,4.51005082,1.53e-05,-1.53e-05,134.56954,0.00287,-0.00287,0.115,0.354,-0.115,2.1533,0.0872,-0.0872,295.0,16.1,-16.1,1.74,0.24,-0.24,1063.0,301.74,112.58,-89.14,21.5,1.0,1,5362.0,80.0,-72.0,4.352,0.144,-0.108,1.032,0.142,-0.142,296.04233,45.985142,14.979,1,2
10925104,1.0,0,0,0,0,11.77613232,6.96e-06,-6.96e-06,142.705753,0.000498,-0.000498,0.54,0.266,-0.335,2.8971,0.0261,-0.0261,1430.0,9.6,-9.6,2.08,0.13,-0.12,446.0,9.37,2.04,-1.75,163.5,1.0,1,3980.0,79.0,-79.0,4.722,0.03,-0.033,0.54,0.033,-0.033,294.12143,48.349522,13.738,1,2
10964440,0.913,0,0,0,0,144.688915,0.00506,-0.00506,256.343,0.0173,-0.0173,0.087,0.378,-0.087,9.468,0.621,-0.621,397.0,39.6,-39.6,3.33,0.48,-0.83,416.0,7.09,2.84,-3.29,11.6,2.0,1,5372.0,88.0,-64.0,4.007,0.218,-0.087,1.71,0.249,-0.427,285.66269,48.435371,14.569,1,1
8162790,0.0,0,0,0,1,10.16104834,2.9e-05,-2.9e-05,141.51593,0.00262,-0.00262,0.031,0.393,-0.031,3.0448,0.0644,-0.0644,909.0,27.5,-27.5,2.72,0.71,-0.32,800.0,96.98,77.92,-31.22,36.8,1.0,1,5636.0,186.0,-186.0,4.462,0.094,-0.175,0.913,0.236,-0.109,290.73578,44.090488,15.047,0,0
4857058,0.981,0,0,0,0,7.32851947,2.31e-05,-2.31e-05,132.12857,0.00248,-0.00248,0.983,0.079,-0.771,1.211,0.114,-0.114,278.0,27.6,-27.6,2.33,0.13,-0.18,807.0,100.13,18.77,-20.11,14.0,1.0,1,5135.0,84.0,-76.0,4.464,0.084,-0.039,0.874,0.048,-0.069,297.04208,39.912231,14.316,1,1
9474493,0.0,0,0,1,1,0.512581697,8.08e-07,-8.08e-07,132.80609,0.0013,-0.0013,0.283,0.196,-0.283,1.5789,0.0454,-0.0454,259.0,7.1,-7.1,1.32,0.28,-0.11,2009.0,3827.79,2451.16,-992.07,45.2,1.0,1,5547.0,149.0,-166.0,4.571,0.034,-0.136,0.82,0.176,-0.07,295.46658,46.012402,15.338,0,0
8017703,1.0,0,0,0,0,44.0003975,0.000151,-0.000151,210.76222,0.00271,-0.00271,0.032,0.373,-0.032,5.1115,0.0776,-0.0776,600.0,14.8,-14.8,1.56,0.07,-0.09,377.0,4.79,0.87,-0.84,43.3,3.0,1,4859.0,97.0,-97.0,4.615,0.049,-0.021,0.651,0.029,-0.036,287.43918,43.832088,14.287,1,2
4281895,0.0,0,1,0,0,9.543584955,2.88e-07,-2.88e-07,137.7738831,2.5e-05,-2.5e-05,0.985,0.111,-0.01,3.72007,0.00177,-0.00177,68200.0,0.7,-0.7,77.97,23.5,-47.0,1141.0,401.55,371.79,-343.86,3442.2,1.0,1,5537.0,182.0,-132.0,3.837,0.704,-0.176,1.785,0.537,-1.075,296.05179,39.39497,12.256,0,0
5602588,0.968,0,0,0,0,7.2274321,0.000148,-0.000148,134.4726,0.0177,-0.0177,0.003,0.439,-0.003,4.967,0.41,-0.41,173.0,20.8,-20.8,1.28,0.39,-0.14,967.0,206.77,188.74,-62.3,9.2,2.0,1,6075.0,168.0,-210.0,4.486,0.052,-0.208,0.969,0.3,-0.1,285.72079,40.85696,15.832,1,1
8652360,0.0,1,0,1,0,0.968065631,6.12e-06,-6.12e-06,131.97214,0.00554,-0.00554,0.518,0.451,-0.299,1.772,0.259,-0.259,92.5,9.3,-9.3,0.68,0.1,-0.05,1487.0,1157.58,577.08,-273.07,14.0,1.0,1,5367.0,160.0,-160.0,4.639,0.032,-0.091,0.687,0.106,-0.049,300.23587,44.76952,15.247,0,0
10268907,0.0,0,0,0,1,1.103971357,2.68e-06,-2.68e-06,354.58216,0.00172,-0.00172,0.52,0.006,-0.478,0.926,0.0818,-0.0818,318.0,21.3,-21.3,1.37,0.25,-0.11,1471.0,1109.79,652.85,-295.67,21.7,1.0,1,5409.0,185.0,-185.0,4.609,0.037,-0.112,0.746,0.133,-0.061,289.71466,47.34222,15.732,0,0
7601918,0.0,0,0,1,0,0.621361411,1.31e-06,-1.31e-06,131.67283,0.0019,-0.0019,0.017,0.452,-0.017,1.0628,0.0619,-0.0619,45.0,2.2,-2.2,1.12,0.26,-0.31,2913.0,17004.65,11436.51,-9116.67,24.6,1.0,1,6234.0,169.0,-188.0,4.046,0.234,-0.126,1.66,0.375,-0.458,289.98096,43.299492,12.696,0,0
3645282,0.0,0,0,1,0,0.673684895,5.71e-06,-5.71e-06,131.61938,0.00679,-0.00679,0.547,0.049,-0.484,1.161,0.365,-0.365,51.1,11.6,-11.6,0.7,0.19,-0.08,2001.0,3803.56,2987.86,-1163.27,7.0,1.0,1,5645.0,152.0,-169.0,4.453,0.078,-0.182,0.951,0.254,-0.109,291.3591,38.71891,14.42,0,0
8036287,1.0,0,0,0,0,1.44445234,3.12e-06,-3.12e-06,132.80685,0.00177,-0.00177,0.162,0.295,-0.162,0.9753,0.0631,-0.0631,201.0,12.2,-12.2,2.03,0.67,-0.82,1800.0,2479.44,2455.5,-1698.92,20.9,1.0,1,5305.0,159.0,-159.0,4.088,0.409,-0.189,1.449,0.478,-0.585,294.38538,43.82547,14.536,1,2
5956342,0.945,0,0,0,0,6.84619236,4.04e-05,-4.04e-05,132.17265,0.00528,-0.00528,0.077,0.388,-0.077,3.529,0.145,-0.145,247.0,15.2,-15.2,1.67,0.25,-0.27,1022.0,258.41,106.17,-89.32,17.7,2.0,1,5839.0,105.0,-105.0,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381,1,2
4172013,1.0,0,0,0,0,16.2707207,0.000223,-0.000223,145.097,0.0112,-0.0112,1.187,7.163,-0.166,5.707,0.579,-0.579,468.0,43.8,-43.8,28.42,4.68,-3.11,827.0,110.79,47.43,-27.69,13.0,1.0,1,6117.0,79.0,-85.0,4.315,0.084,-0.126,1.244,0.205,-0.136,294.94009,39.232571,14.94,1,1
9941859,1.0,0,0,0,0,96.6781852,0.000277,-0.000277,140.18339,0.00251,-0.00251,0.336,0.111,-0.336,5.6957,0.0832,-0.0832,951.0,21.6,-21.6,3.29,0.59,-0.53,392.0,5.55,2.62,-1.84,44.7,2.0,1,5386.0,80.0,-72.0,4.322,0.159,-0.13,1.076,0.191,-0.173,287.1011,46.896481,14.598,1,2
5443775,0.0,0,0,1,0,3.307669761,3.9e-06,-3.9e-06,131.56743,0.000992,-0.000992,0.602,0.116,-0.418,1.672,0.0341,-0.0341,243.0,4.5,-4.5,3.87,0.46,-1.05,1840.0,2710.89,854.92,-1351.49,66.7,1.0,1,5959.0,80.0,-80.0,3.829,0.21,-0.07,2.382,0.278,-0.649,290.33612,40.653061,12.936,0,0
8956206,1.0,0,0,0,0,6.17998508,1.55e-05,-1.55e-05,132.72278,0.00207,-0.00207,0.175,0.29,-0.175,2.1094,0.0684,-0.0684,751.0,29.4,-29.4,2.12,0.14,-0.11,814.0,104.06,23.58,-18.0,29.0,1.0,1,5149.0,103.0,-103.0,4.551,0.041,-0.045,0.791,0.051,-0.042,293.05801,45.248821,15.801,1,2
9334289,1.0,0,0,0,0,5.826657508,6.43e-06,-6.43e-06,173.011411,0.000925,-0.000925,0.033,0.335,-0.033,2.9183,0.0321,-0.0321,1540.0,20.9,-20.9,4.09,0.6,-0.49,1013.0,248.57,96.56,-67.24,81.1,1.0,1,5561.0,75.0,-83.0,4.362,0.126,-0.103,1.06,0.156,-0.127,288.1647,45.816509,15.843,1,2
3348285,0.0,0,0,1,0,0.803835923,4.02e-06,-4.02e-06,131.80207,0.00403,-0.00403,0.447,0.528,-0.248,1.397,0.138,-0.138,52.6,5.6,-5.6,0.78,0.23,-0.08,2129.0,4863.18,4296.22,-1496.64,12.4,1.0,1,6242.0,174.0,-217.0,4.442,0.052,-0.208,1.047,0.313,-0.112,292.97775,38.42078,13.7,0,0
8364969,0.0,0,1,0,0,22.57197263,2.52e-06,-2.52e-06,145.0344991,9.23e-05,-9.23e-05,1.056,0.084,-0.066,4.00349,0.00525,-0.00525,79300.0,70.5,-70.5,46.14,10.8,-7.2,617.0,34.24,25.14,-12.65,1040.1,1.0,1,5645.0,186.0,-169.0,4.431,0.149,-0.182,0.871,0.204,-0.136,291.59738,44.398521,15.45,0,0
10581918,0.0,1,0,0,0,1.801863222,7.95e-07,-7.95e-07,132.48449,0.000374,-0.000374,0.681,0.017,-0.017,7.2492,0.0259,-0.0259,263000.0,703.0,-703.0,145.36,29.5,-54.8,2721.0,12930.1,8251.0,-8701.88,463.4,2.0,1,7479.0,235.0,-314.0,3.919,0.308,-0.132,2.324,0.472,-0.876,283.0437,47.80463,12.796,0,0
3852476,0.307,1,0,0,0,111.741576,0.00172,-0.00172,166.3408,0.0108,-0.0108,0.057,0.406,-0.057,3.83,0.434,-0.434,239.0,30.3,-30.3,6.88,1.19,-2.22,676.0,49.4,24.55,-29.58,9.9,1.0,1,5267.0,110.0,-173.0,3.338,0.198,-0.144,4.525,0.787,-1.461,292.03525,38.945911,13.075,0,0
3836399,0.0,0,1,1,1,1.540392098,2.05e-06,-2.05e-06,131.9989,0.00129,-0.00129,1.184,1.589,-0.044,3.7271,0.0623,-0.0623,1020.0,14.3,-14.3,17.63,1.51,-1.68,1210.0,506.98,164.83,-134.57,87.2,1.0,1,4911.0,146.0,-131.0,4.564,0.066,-0.039,0.724,0.062,-0.069,286.93588,38.924469,14.449,0,0
10909127,1.0,0,0,0,0,3.17059731,1e-05,-1e-05,132.67813,0.0025,-0.0025,0.793,0.124,-0.55,1.6686,0.0835,-0.0835,325.0,19.3,-19.3,1.69,0.18,-0.06,1080.0,321.28,92.7,-41.96,20.1,1.0,1,5431.0,81.0,-81.0,4.563,0.011,-0.088,0.843,0.086,-0.033,285.89923,48.307301,15.353,1,2
