DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
1.0,8.63050092,6.58e-05,-6.58e-05,139.57438,0.00623,-0.00623,0.595,0.051,-0.462,3.144,0.165,-0.165,326.0,25.4,-25.4,1.43,0.24,-0.13,739.0,70.63,38.58,-18.38,14.9,1.0,5352.0,159.0,-159.0,4.599,0.035,-0.112,0.764,0.132,-0.066,289.37704,40.00116,15.868,1,2
0.0,124.9357674,8.34e-05,-8.34e-05,177.686517,0.000559,-0.000559,0.542,0.03,-0.02,7.5608,0.0344,-0.0344,241000.0,1250.0,-1250.0,49.34,9.96,-5.35,362.0,4.06,2.35,-1.17,332.8,1.0,5887.0,132.0,-162.0,4.477,0.06,-0.14,0.941,0.19,-0.102,294.15952,45.375919,12.338,0,0
0.0,0.730947169,1.92e-06,-1.92e-06,132.22192,0.00234,-0.00234,1.143,0.209,-0.094,4.396,0.176,-0.176,248.0,6.4,-6.4,14.43,3.08,-1.22,1777.0,2349.48,1543.42,-607.86,49.1,1.0,5514.0,166.0,-166.0,4.569,0.036,-0.144,0.826,0.176,-0.07,289.76114,38.353519,15.01,0,0
0.994,4.67250377,3.84e-05,-3.84e-05,135.23678,0.00747,-0.00747,0.95,0.001,-0.728,4.441,0.177,-0.177,79.6,6.4,-6.4,1.11,0.37,-0.12,1149.0,412.73,404.38,-125.06,13.8,1.0,6146.0,170.0,-192.0,4.454,0.07,-0.21,0.987,0.328,-0.109,301.56284,44.240391,13.775,1,1
0.0,3.51295674,2.52e-05,-2.52e-05,133.78198,0.0071,-0.0071,0.499,0.453,-0.274,3.06,0.181,-0.181,83.1,4.4,-4.4,1.1,0.34,-0.16,1434.0,999.6,862.47,-346.83,22.5,1.0,6453.0,146.0,-194.0,4.326,0.105,-0.195,1.17,0.357,-0.165,295.96283,50.24025,13.51,0,0
0.0,100.4013273,2.51e-05,-2.51e-05,216.083194,0.000199,-0.000199,0.436,0.005,-0.006,9.7436,0.0125,-0.0125,53800.0,49.7,-49.7,26.0,7.61,-4.68,420.0,7.37,6.56,-3.07,1331.0,1.0,5903.0,184.0,-205.0,4.353,0.128,-0.192,1.1,0.322,-0.198,296.22293,47.92392,15.017,0,0
1.0,5.21230171,1.31e-05,-1.31e-05,132.71052,0.00203,-0.00203,0.187,0.254,-0.187,2.098,0.0639,-0.0639,430.0,16.2,-16.2,1.04,0.06,-0.11,537.0,19.7,4.28,-5.15,29.3,3.0,3716.0,73.0,-83.0,4.74,0.056,-0.024,0.506,0.031,-0.051,292.64236,44.087669,15.018,1,2
0.0,363.448167,0.00411,-0.00411,411.19336,0.0068,-0.0068,1.259,72.26,-3.887,6.013,0.448,-0.448,2120.0,134.0,-134.0,37.03,12.8,-4.27,285.0,1.56,1.59,-0.52,19.4,2.0,6289.0,174.0,-240.0,4.411,0.072,-0.217,1.093,0.379,-0.126,291.88229,49.748161,15.279,0,0
0.0,1.92149487,1.03e-05,-1.03e-05,133.2283,0.00431,-0.00431,1.29,40.08,-0.131,1.891,0.265,-0.265,1010.0,110.0,-110.0,79.14,24.2,-24.2,2382.0,7634.18,6889.82,-4531.06,11.6,1.0,6831.0,191.0,-287.0,3.959,0.258,-0.172,2.247,0.686,-0.686,294.34845,46.390755,12.659,0,0
1.0,12.6878176,0.000219,-0.000219,136.1525,0.0133,-0.0133,0.921,0.038,-0.627,4.262,0.347,-0.347,293.0,26.6,-26.6,2.16,0.69,-0.28,851.0,123.89,120.42,-44.46,13.5,1.0,6258.0,196.0,-261.0,4.442,0.067,-0.202,1.046,0.335,-0.134,293.94241,42.4259,15.813,1,1
1.0,1.716828304,9.41e-06,-9.41e-06,132.03204,0.00439,-0.00439,0.7,0.276,-0.475,2.068,0.132,-0.132,59.5,5.0,-5.0,0.74,0.12,-0.03,1455.0,1056.84,452.51,-186.21,14.2,1.0,5808.0,105.0,-128.0,4.522,0.03,-0.12,0.902,0.138,-0.046,292.61511,42.764252,10.158,1,1
0.0,17.84432316,5.97e-07,-5.97e-07,133.6947708,2.76e-05,-2.76e-05,0.757,0.009,-0.006,5.07999,0.00068,-0.00068,222000.0,61.5,-61.5,90.67,24.1,-29.5,874.0,138.25,112.8,-83.71,4456.6,1.0,5993.0,190.0,-211.0,4.114,0.299,-0.161,1.485,0.395,-0.483,296.3493,41.072968,13.745,0,0
1.0,11.00817635,1.7e-05,-1.7e-05,143.22611,0.00129,-0.00129,0.025,0.408,-0.025,2.013,0.0436,-0.0436,1460.0,40.0,-40.0,2.15,0.1,-0.11,488.0,13.39,2.48,-2.37,42.1,1.0,4141.0,83.0,-91.0,4.684,0.022,-0.025,0.582,0.027,-0.03,293.61371,47.839001,15.847,1,2
0.0,8.2344072,0.000103,-0.000103,137.4733,0.0119,-0.0119,0.812,0.145,-0.595,2.808,0.311,-0.311,59.2,7.3,-7.3,1.49,0.25,-0.37,1263.0,601.05,260.58,-280.03,11.5,1.0,6148.0,82.0,-82.0,3.964,0.217,-0.108,1.741,0.289,-0.434,293.44537,38.929588,12.88,0,0
0.23,118.314913,0.00336,-0.00336,215.6117,0.0177,-0.0177,0.522,0.465,-0.32,4.79,1.4,-1.4,216.0,46.0,-46.0,7.23,1.05,-3.16,786.0,90.09,46.16,-65.44,7.0,2.0,6190.0,223.0,-223.0,3.34,0.391,-0.069,4.763,0.694,-2.082,299.8363,40.88673,13.172,0,0
0.0,19.40393776,2.07e-05,-2.07e-05,172.484253,0.000842,-0.000842,0.804,0.007,-0.005,12.2155,0.0598,-0.0598,8920.0,53.3,-53.3,7.18,0.76,-0.68,523.0,17.69,6.66,-4.88,214.7,1.0,5043.0,151.0,-151.0,4.591,0.072,-0.048,0.68,0.072,-0.065,289.25821,47.635319,15.487,0,0
0.99,16.10474503,9.86e-05,-9.86e-05,135.01186,0.00521,-0.00521,0.224,0.223,-0.224,5.712,0.137,-0.137,124.0,5.6,-5.6,3.21,0.58,-1.16,1159.0,425.93,216.78,-265.84,25.4,1.0,5822.0,116.0,-116.0,3.683,0.277,-0.092,2.886,0.522,-1.044,297.21579,47.378521,12.249,1,2
0.0,44.71445009,2.62e-06,-2.62e-06,135.3418468,4.91e-05,-4.91e-05,1.032,0.026,-0.033,5.7615,0.00235,-0.00235,90200.0,27.1,-27.1,50.54,16.4,-5.48,533.0,19.09,18.63,-6.01,2629.0,1.0,6185.0,188.0,-225.0,4.49,0.054,-0.216,0.941,0.305,-0.102,293.99109,42.26086,14.965,0,0
0.983,40.8366307,0.000385,-0.000385,152.87346,0.00734,-0.00734,0.363,0.101,-0.363,4.956,0.182,-0.182,265.0,16.3,-16.3,1.5,0.18,-0.13,496.0,14.3,5.07,-3.37,18.7,1.0,5529.0,110.0,-110.0,4.457,0.076,-0.093,0.925,0.11,-0.083,295.10242,40.572392,14.05,1,2
0.995,8.48299282,3.91e-05,-3.91e-05,132.96583,0.00372,-0.00372,0.564,0.362,-0.354,2.505,0.11,-0.11,69.1,3.9,-3.9,0.8,0.11,-0.06,879.0,141.04,53.99,-30.47,21.3,1.0,5827.0,104.0,-116.0,4.471,0.059,-0.11,0.933,0.126,-0.073,291.57422,38.655949,12.147,1,2
1.0,13.73474071,4.21e-05,-4.21e-05,142.32752,0.00258,-0.00258,0.941,0.011,-0.658,2.769,0.137,-0.137,746.0,27.9,-27.9,2.71,0.31,-0.31,634.0,38.11,15.01,-11.24,31.0,1.0,5196.0,153.0,-138.0,4.524,0.088,-0.072,0.772,0.088,-0.088,286.91711,38.872219,15.187,1,2
1.0,13.19720694,1.21e-05,-1.21e-05,171.545479,0.000712,-0.000712,0.568,0.028,-0.462,3.4872,0.0489,-0.0489,2140.0,20.2,-20.2,4.18,4.82,-0.6,642.0,40.03,168.4,-14.02,116.2,1.0,4954.0,148.0,-148.0,4.462,0.102,-0.578,0.885,1.019,-0.127,294.06848,46.57933,15.223,1,2
1.0,3.413036353,6.26e-07,-6.26e-07,132.443054,0.000151,-0.000151,0.046,0.117,-0.046,2.61366,0.00578,-0.00578,3870.0,8.9,-8.9,6.62,1.37,-1.12,1200.0,490.24,266.14,-169.63,480.7,1.0,5392.0,80.0,-72.0,4.314,0.165,-0.15,1.087,0.224,-0.184,285.93069,39.098141,14.622,1,2
0.0,5.77675928,1.48e-05,-1.48e-05,143.09616,0.00224,-0.00224,1.272,3.833,-0.127,6.789,0.425,-0.425,3520.0,0.3,-0.3,32.77,9.1,-5.58,954.0,195.79,163.88,-76.44,141.4,1.0,5544.0,166.0,-166.0,4.435,0.157,-0.21,0.875,0.243,-0.149,298.80206,44.420349,14.572,0,0
1.0,7.2593226,2.66e-05,-2.66e-05,131.71082,0.00291,-0.00291,0.366,0.071,-0.366,6.1394,0.0952,-0.0952,248.0,9.5,-9.5,1.57,0.43,-0.23,967.0,206.88,167.67,-73.96,40.1,2.0,5914.0,160.0,-178.0,4.421,0.101,-0.188,0.987,0.272,-0.146,291.4946,44.523499,14.461,1,2
0.0,1.181165291,3.89e-06,-3.89e-06,132.42522,0.00276,-0.00276,0.632,0.045,-0.474,1.013,0.113,-0.113,370.0,35.5,-35.5,1.52,0.2,-0.14,1398.0,905.88,411.38,-238.26,14.1,1.0,5203.0,169.0,-154.0,4.582,0.048,-0.078,0.747,0.098,-0.066,291.34879,51.256119,15.971,0,0
1.0,1.897828815,6.3e-06,-6.3e-06,132.6785,0.00293,-0.00293,0.227,0.246,-0.227,2.7114,0.0743,-0.0743,132.0,5.4,-5.4,1.73,0.27,-0.4,1761.0,2278.95,953.03,-1010.01,27.2,1.0,5640.0,85.0,-77.0,4.087,0.203,-0.087,1.515,0.236,-0.353,294.13791,42.370499,14.686,1,2
1.0,1.485710994,9.5e-08,-9.5e-08,132.7935653,5.15e-05,-5.15e-05,0.105,0.022,-0.072,2.2874,0.00174,-0.00174,20800.0,21.1,-21.1,14.48,0.88,-0.88,1562.0,1404.81,293.01,-261.68,1176.6,1.0,5624.0,101.0,-112.0,4.432,0.04,-0.049,1.018,0.062,-0.062,298.39526,47.81501,14.141,1,2
0.986,4.8538404,3.5e-05,-3.5e-05,135.09902,0.00573,-0.00573,0.943,0.023,-0.647,3.198,0.161,-0.161,196.0,15.1,-15.1,1.72,0.25,-0.1,1052.0,288.7,110.09,-47.89,15.4,1.0,5778.0,69.0,-86.0,4.483,0.03,-0.12,0.968,0.143,-0.057,298.20071,48.267841,14.971,1,2
0.0,1.51945182,3.43e-05,-3.43e-05,132.5975,0.0229,-0.0229,0.599,0.353,-0.386,2.95,1.1,-1.1,13.7,2.1,-2.1,0.5,0.09,-0.07,1901.0,3080.82,1405.08,-945.89,9.6,1.0,6168.0,80.0,-86.0,4.25,0.125,-0.125,1.307,0.23,-0.188,290.4678,40.754238,12.585,0,0
0.981,7.32851947,2.31e-05,-2.31e-05,132.12857,0.00248,-0.00248,0.983,0.079,-0.771,1.211,0.114,-0.114,278.0,27.6,-27.6,2.33,0.13,-0.18,807.0,100.13,18.77,-20.11,14.0,1.0,5135.0,84.0,-76.0,4.464,0.084,-0.039,0.874,0.048,-0.069,297.04208,39.912231,14.316,1,1
0.655,6.41097179,8.07e-05,-8.07e-05,132.9844,0.0103,-0.0103,0.261,0.193,-0.261,2.582,0.254,-0.254,234.0,32.5,-32.5,1.4,0.32,-0.13,886.0,146.16,105.35,-42.26,8.5,1.0,5383.0,180.0,-180.0,4.486,0.055,-0.165,0.933,0.213,-0.091,296.22168,39.405762,15.631,1,1
0.0,0.56678012,1.1e-05,-1.1e-05,131.8499,0.0195,-0.0195,0.492,0.004,-0.492,3.257,0.365,-0.365,27.6,2.8,-2.8,0.49,0.14,-0.05,2073.0,4352.1,3627.08,-1150.27,13.5,1.0,5674.0,152.0,-152.0,4.506,0.048,-0.192,0.911,0.259,-0.086,291.20343,42.526718,14.311,0,0
0.0,1.195515364,4.3e-08,-4.3e-08,132.3039982,2.97e-05,-2.97e-05,0.475,0.004,-0.005,6.08509,0.00207,-0.00207,396000.0,122.0,-122.0,156.91,37.0,-86.4,2640.0,11494.67,8643.57,-9478.44,4630.1,1.0,6047.0,211.0,-211.0,3.789,0.584,-0.146,2.264,0.534,-1.246,297.54156,41.950901,13.535,0,0
0.961,2.97136658,1.06e-05,-1.06e-05,134.38662,0.00262,-0.00262,0.349,0.102,-0.349,2.716,0.0852,-0.0852,233.0,10.0,-10.0,1.52,0.17,-0.2,1200.0,490.13,150.98,-144.22,25.6,3.0,5334.0,79.0,-79.0,4.372,0.132,-0.077,1.004,0.111,-0.135,299.12753,47.59383,14.678,1,2
0.0,0.566803996,3.42e-06,-3.42e-06,131.80782,0.0048,-0.0048,0.123,0.357,-0.123,3.399,0.147,-0.147,142.0,8.3,-8.3,0.64,0.06,-0.06,1350.0,786.1,256.47,-207.59,23.4,1.0,4373.0,118.0,-144.0,4.722,0.036,-0.05,0.544,0.05,-0.045,291.58347,42.830051,15.989,0,0
0.0,4.320850062,3.32e-07,-3.32e-07,132.4183917,6.5e-05,-6.5e-05,1.087,0.006,-0.07,4.26661,0.00274,-0.00274,75900.0,32.0,-32.0,59.16,19.1,-8.19,1221.0,524.62,515.8,-192.13,1691.5,1.0,6098.0,193.0,-236.0,4.384,0.09,-0.21,1.083,0.35,-0.15,289.50229,39.211605,13.928,0,0
0.0,22.16127178,4.77e-05,-4.77e-05,148.46378,0.00181,-0.00181,1.277,6.814,-0.41,3.699,0.0868,-0.0868,5260.0,110.0,-110.0,69.44,14.8,-22.1,877.0,139.67,89.23,-80.49,56.6,1.0,5893.0,162.0,-133.0,3.945,0.315,-0.105,1.745,0.371,-0.556,297.07068,49.442451,13.034,0,0
1.0,99.6415962,0.000664,-0.000664,198.68664,0.00508,-0.00508,0.028,0.418,-0.028,4.448,0.14,-0.14,953.0,44.1,-44.1,2.64,0.27,-0.23,360.0,3.97,1.25,-0.91,22.7,3.0,5527.0,111.0,-111.0,4.488,0.075,-0.075,0.866,0.089,-0.074,296.56622,44.105862,15.223,1,2
0.0,7.244778994,3.89e-07,-3.89e-07,131.8598491,4.43e-05,-4.43e-05,0.522,0.016,-0.003,3.3873,0.00315,-0.00315,99100.0,72.0,-72.0,25.68,5.74,-1.92,818.0,105.76,72.4,-24.61,1761.4,1.0,5530.0,166.0,-149.0,4.586,0.034,-0.144,0.788,0.176,-0.059,294.48996,38.199619,13.926,0,0
0.0,1.480323978,3.37e-06,-3.37e-06,131.7553,0.00245,-0.00245,0.617,0.041,-0.617,1.833,0.184,-0.184,166.0,6.4,-6.4,1.46,0.42,-0.28,1743.0,2180.25,1841.79,-918.63,43.4,1.0,5996.0,162.0,-180.0,4.342,0.153,-0.187,1.081,0.311,-0.207,282.01251,46.4282,13.66,0,0
0.996,4.942783419,2.47e-07,-2.47e-07,136.3294353,4.07e-05,-4.07e-05,0.566,0.009,-0.009,3.25346,0.00605,-0.00605,11100.0,6.7,-6.7,10.62,1.44,-0.73,1008.0,244.42,94.02,-48.62,2040.7,1.0,5514.0,98.0,-109.0,4.459,0.051,-0.11,0.978,0.133,-0.067,296.20059,49.140121,13.758,1,2
0.0,4.627775175,2.07e-06,-2.07e-06,133.390355,0.000367,-0.000367,1.248,4.373,-0.119,3.4079,0.0199,-0.0199,5680.0,33.6,-33.6,32.62,9.75,-2.61,1039.0,275.68,235.74,-69.25,197.5,1.0,5845.0,141.0,-176.0,4.541,0.037,-0.212,0.874,0.261,-0.07,296.44351,50.420441,14.69,0,0
0.0,1.303861044,1.19e-06,-1.19e-06,134.212059,0.000781,-0.000781,1.258,0.334,-0.178,4.0541,0.0379,-0.0379,598.0,5.1,-5.1,27.85,7.53,-3.25,1610.0,1595.19,1268.41,-478.56,140.6,1.0,5758.0,155.0,-155.0,4.475,0.078,-0.182,0.902,0.244,-0.105,298.13589,41.332062,13.555,0,0
0.0,22.27119851,1.32e-06,-1.32e-06,134.7601462,4.95e-05,-4.95e-05,0.775,0.004,-0.033,4.58598,0.00187,-0.00187,179000.0,61.7,-61.7,39.79,4.31,-4.3,515.0,16.62,6.33,-4.77,2141.3,1.0,5068.0,151.0,-136.0,4.556,0.077,-0.056,0.73,0.079,-0.079,283.98602,39.784538,15.362,0,0
1.0,5.75321539,1.18e-05,-1.18e-05,136.75617,0.00153,-0.00153,0.921,0.017,-0.666,1.7948,0.048,-0.048,734.0,28.1,-28.1,3.14,0.77,-0.26,920.0,169.44,130.41,-43.04,31.8,1.0,5445.0,180.0,-164.0,4.51,0.033,-0.176,0.929,0.229,-0.076,297.40155,46.824001,15.196,1,2
0.979,29.3493852,0.000176,-0.000176,148.46564,0.00461,-0.00461,0.75,0.048,-0.523,4.313,0.156,-0.156,659.0,36.6,-36.6,2.02,0.22,-0.16,451.0,9.81,3.8,-2.38,20.3,1.0,4987.0,151.0,-136.0,4.613,0.032,-0.063,0.722,0.079,-0.058,285.83047,43.198391,15.689,1,2
0.378,93.881556,0.00176,-0.00176,131.5771,0.0176,-0.0176,0.008,0.435,-0.008,20.644,0.519,-0.519,189.0,8.3,-8.3,2.02,0.31,-0.47,479.0,12.42,5.51,-5.6,23.7,3.0,5676.0,115.0,-104.0,4.1,0.203,-0.087,1.487,0.229,-0.344,295.92065,47.448608,13.29,0,0
0.992,6.96352699,3.85e-05,-3.85e-05,133.01717,0.00435,-0.00435,0.09,0.365,-0.09,3.192,0.131,-0.131,68.1,4.5,-4.5,1.4,0.34,-0.59,1298.0,669.78,513.56,-473.35,17.4,1.0,6040.0,201.0,-201.0,3.978,0.458,-0.153,1.686,0.413,-0.709,296.10406,42.34259,13.128,1,1
0.0,17.94632811,1.19e-06,-1.19e-06,136.9472719,5.59e-05,-5.59e-05,0.774,0.006,-0.002,8.15905,0.00375,-0.00375,103000.0,45.7,-45.7,66.65,36.3,-36.3,845.0,120.63,207.23,-98.46,3497.6,1.0,5228.0,174.0,-158.0,3.906,0.679,-0.291,1.722,0.937,-0.937,296.41702,44.04821,14.933,0,0
0.0,2.14344093,3.6e-07,-3.6e-07,133.497247,0.000134,-0.000134,0.686,0.033,-0.006,3.9741,0.0111,-0.0111,133000.0,352.0,-352.0,28.69,2.87,-2.09,1033.0,269.48,97.37,-64.32,645.9,1.0,4817.0,144.0,-144.0,4.624,0.028,-0.056,0.7,0.07,-0.051,299.68179,46.735352,14.945,0,0
0.997,29.72722,0.000202,-0.000202,134.6581,0.00554,-0.00554,0.744,0.194,-0.514,3.45,0.146,-0.146,1010.0,55.5,-55.5,3.02,0.91,-0.29,557.0,22.7,20.22,-6.57,19.4,1.0,5815.0,163.0,-204.0,4.54,0.048,-0.192,0.877,0.264,-0.083,291.40945,38.340019,15.855,1,2
1.0,6.308201629,7.03e-06,-7.03e-06,174.047661,0.000883,-0.000883,0.03,0.383,-0.03,2.9785,0.0323,-0.0323,1330.0,17.3,-17.3,2.96,0.28,-0.1,819.0,106.44,31.16,-15.12,86.2,2.0,5191.0,103.0,-103.0,4.564,0.016,-0.088,0.837,0.078,-0.03,293.0614,43.58136,15.258,1,2
0.0,0.566795467,4.5e-06,-4.5e-06,131.84,0.00729,-0.00729,0.504,0.039,-0.444,4.712,0.355,-0.355,38.2,2.8,-2.8,0.67,0.19,-0.13,2254.0,6076.99,5067.54,-2497.14,25.8,1.0,5642.0,152.0,-152.0,4.337,0.185,-0.185,1.056,0.3,-0.2,291.25778,42.580139,13.867,0,0
0.0,0.677761275,5.68e-07,-5.68e-07,131.625946,0.000721,-0.000721,1.205,0.29,-0.097,3.7085,0.0471,-0.0471,878.0,8.9,-8.9,22.15,6.05,-2.03,1906.0,3136.01,2511.6,-812.63,120.8,1.0,5699.0,152.0,-152.0,4.553,0.033,-0.187,0.853,0.233,-0.078,298.71072,47.037449,14.382,0,0
0.0,6.474202359,7.05e-07,-7.05e-07,134.3950738,8.99e-05,-8.99e-05,0.448,0.004,-0.006,3.35989,0.00583,-0.00583,203000.0,206.0,-206.0,28.96,2.51,-2.27,717.0,62.47,20.51,-15.49,1284.0,1.0,4947.0,148.0,-148.0,4.636,0.065,-0.035,0.624,0.054,-0.049,293.54028,46.437279,14.998,0,0
1.0,10.04378351,6.55e-05,-6.55e-05,353.61859,0.00417,-0.00417,0.953,0.011,-0.648,5.548,0.223,-0.223,438.0,16.6,-16.6,2.94,1.03,-0.34,951.0,193.39,198.85,-65.71,28.8,1.0,6325.0,174.0,-261.0,4.409,0.058,-0.218,1.112,0.388,-0.129,294.33847,50.33654,15.212,1,2
0.989,12.99204853,5.16e-05,-5.16e-05,136.32016,0.00294,-0.00294,0.091,0.347,-0.091,6.0175,0.0963,-0.0963,271.0,8.0,-8.0,2.03,0.3,-0.34,866.0,132.94,56.49,-48.16,38.7,1.0,5765.0,105.0,-116.0,4.236,0.168,-0.112,1.242,0.188,-0.209,291.42358,38.216591,13.974,1,2
0.0,2.881338104,3.28e-06,-3.28e-06,132.909319,0.000961,-0.000961,1.271,4.206,-0.04,3.5943,0.0408,-0.0408,2530.0,27.3,-27.3,31.58,9.4,-2.94,1206.0,501.88,442.73,-144.4,111.3,1.0,5783.0,163.0,-204.0,4.539,0.035,-0.196,0.88,0.262,-0.082,292.84973,44.060638,15.139,0,0
0.276,21.5819776,0.000473,-0.000473,146.0691,0.017,-0.017,0.036,0.417,-0.036,13.734,0.483,-0.483,47.6,3.2,-3.2,0.91,0.16,-0.2,746.0,73.01,34.46,-31.87,17.3,1.0,5601.0,112.0,-78.0,4.144,0.215,-0.116,1.342,0.223,-0.306,289.61856,47.557968,11.981,0,0
0.0,6.150529292,2.66e-06,-2.66e-06,132.522141,0.000354,-0.000354,1.236,0.295,-0.104,4.4562,0.0183,-0.0183,2420.0,9.4,-9.4,49.79,13.3,-16.2,1421.0,964.26,765.61,-585.16,301.4,1.0,6691.0,190.0,-238.0,4.084,0.293,-0.158,1.565,0.417,-0.51,294.68643,39.396561,13.303,0,0
1.0,13.93068791,7.53e-05,-7.53e-05,134.42851,0.00409,-0.00409,0.912,0.008,-0.629,2.312,0.117,-0.117,187.0,13.8,-13.8,1.4,0.11,-0.06,665.0,46.19,10.38,-6.25,14.9,3.0,5497.0,74.0,-82.0,4.57,0.014,-0.063,0.839,0.065,-0.035,288.83936,46.98674,14.279,1,2
0.981,52.5008645,0.000147,-0.000147,171.52114,0.00222,-0.00222,0.11,0.254,-0.11,14.9066,0.0781,-0.0781,947.0,9.2,-9.2,12.41,0.61,-1.53,812.0,102.94,15.4,-28.44,116.2,1.0,4976.0,54.0,-74.0,3.331,0.008,-0.009,4.157,0.205,-0.513,293.2822,48.2859,12.183,1,2
0.997,115.6863392,0.000897,-0.000897,246.98666,0.0063,-0.0063,0.226,0.223,-0.226,4.65,0.148,-0.148,946.0,51.5,-51.5,3.52,0.58,-0.44,401.0,6.09,2.64,-1.68,20.7,1.0,5800.0,78.0,-87.0,4.327,0.11,-0.11,1.149,0.19,-0.142,291.2681,44.48819,15.174,1,2
0.986,11.1726723,0.000111,-0.000111,140.00764,0.00729,-0.00729,0.504,0.437,-0.306,6.106,0.242,-0.242,76.8,4.7,-4.7,1.5,0.24,-0.34,1019.0,255.06,122.24,-111.75,17.0,3.0,5616.0,124.0,-90.0,4.004,0.202,-0.093,1.674,0.275,-0.378,289.65125,43.824421,13.349,1,2
0.532,4.7368156,0.000147,-0.000147,131.7876,0.0256,-0.0256,0.218,0.285,-0.218,2.84,1.0,-1.0,35.3,12.6,-12.6,0.6,0.2,-0.06,1137.0,395.05,377.3,-120.72,6.9,1.0,6088.0,165.0,-201.0,4.456,0.056,-0.224,1.011,0.329,-0.11,289.20331,44.505138,13.922,1,1
0.992,3.91679553,2.6e-05,-2.6e-05,133.60274,0.00463,-0.00463,0.007,0.452,-0.007,2.072,0.158,-0.158,161.0,14.1,-14.1,0.85,0.09,-0.07,851.0,123.73,47.1,-28.03,13.2,1.0,4889.0,146.0,-131.0,4.637,0.032,-0.059,0.686,0.074,-0.049,290.26028,38.354988,14.976,1,1
1.0,7.8774163,1.49e-05,-1.49e-05,176.3759,0.00147,-0.00147,0.041,0.409,-0.041,2.0805,0.0517,-0.0517,1310.0,37.7,-37.7,2.16,0.09,-0.11,553.0,22.18,3.97,-3.59,38.7,1.0,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.615,0.027,-0.029,286.73804,49.97575,15.095,1,2
1.0,13.2226149,0.000169,-0.000169,144.295,0.0101,-0.0101,0.943,0.019,-0.638,4.337,0.201,-0.201,262.0,23.1,-23.1,1.75,0.46,-0.16,740.0,71.11,56.08,-18.89,12.6,1.0,5931.0,161.0,-178.0,4.545,0.044,-0.187,0.863,0.231,-0.077,292.33035,37.997059,15.208,1,1
1.0,23.1375919,0.000217,-0.000217,152.17335,0.00953,-0.00953,0.429,0.027,-0.429,3.35,0.256,-0.256,114.0,9.7,-9.7,1.83,0.32,-0.4,837.0,115.86,58.29,-51.06,12.9,2.0,6078.0,122.0,-134.0,4.094,0.174,-0.116,1.683,0.3,-0.367,292.05676,37.776192,13.319,1,1
0.0,8.21429932,5.05e-05,-5.05e-05,135.00609,0.00466,-0.00466,0.667,0.284,-0.457,3.099,0.139,-0.139,70.7,4.3,-4.3,1.66,0.36,-0.52,1312.0,701.11,446.57,-408.62,19.7,1.0,6277.0,174.0,-174.0,3.951,0.273,-0.117,1.869,0.395,-0.592,294.17792,46.191711,12.344,0,0
0.837,347.97611,0.0127,-0.0127,169.433,0.0305,-0.0305,0.057,0.383,-0.057,16.77,1.1,-1.1,341.0,34.9,-34.9,1.62,0.49,-0.15,253.0,0.97,0.87,-0.27,11.9,1.0,5995.0,163.0,-181.0,4.536,0.038,-0.2,0.878,0.266,-0.083,290.3031,44.678089,14.648,1,1
0.998,12.89006728,6.01e-05,-6.01e-05,201.22989,0.00325,-0.00325,0.082,0.36,-0.082,3.555,0.117,-0.117,603.0,27.1,-27.1,1.93,0.06,-0.14,620.0,34.99,4.8,-6.92,23.6,1.0,4915.0,78.0,-88.0,4.512,0.072,-0.022,0.812,0.027,-0.058,294.36487,40.720879,15.674,1,1
1.0,0.701944362,1.49e-06,-1.49e-06,132.00161,0.0017,-0.0017,0.07,0.383,-0.07,0.641,0.1,-0.1,211.0,18.0,-18.0,0.8,0.06,-0.09,1227.0,535.78,161.94,-165.87,17.1,1.0,4236.0,115.0,-140.0,4.698,0.063,-0.032,0.539,0.044,-0.06,287.80502,46.00116,15.397,1,1
